Industry,Date,StartupName,IndustryVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,value
Industry,9/2/2017,Voonik,eCommerce,Bangalore,"RB Investments, Sequoia Capital",Private Equity,6000000.0,1
Industry,9/2/2017,1Crowd,Finance,Mumbai,Ganesh Natarajan,Seed Funding,0.0,1
Industry,10/2/2017,48East,eCommerce,Bangalore,Al Dhaheri family,Private Equity,500000.0,1
Industry,10/2/2017,Redesyn,Consumer Internet,Mumbai,ThinQbate,Seed Funding,0.0,1
Industry,13/02/2017,Wassup,Consumer Internet,Chennai,Anil Jain & other HNIs,Private Equity,3200000.0,1
Industry,13/02/2017,Better Mortgage,Consumer Internet,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,15000000.0,1
Industry,13/02/2017,Nurturey,Consumer Internet,New Delhi,Mohit Joshi & Others,Seed Funding,330000.0,1
Industry,14/02/2017,GoBumpr,Consumer Internet,Chennai,"Mahalingam K, Girish Mathrubootham",Seed Funding,300000.0,1
Industry,14/02/2017,CCAvenue,Consumer Internet,Mumbai,Infibeam,Private Equity,22400000.0,1
Industry,15/02/2017,Innov8,Consumer Internet,New Delhi,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",Seed Funding,0.0,1
Industry,15/02/2017,ZestMoney,Consumer Internet,Bangalore,"PayU, Ribbit Capital, Omidyar Network",Private Equity,6500000.0,1
Industry,16/02/2017,Truebil,Consumer Internet,Mumbai,Shunwei Capital,Private Equity,3000000.0,1
Industry,16/02/2017,YourStory,Consumer Internet,Bangalore,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,3000000.0,1
Industry,17/02/2017,The Ken,Consumer Internet,Bangalore,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Seed Funding,400000.0,1
Industry,17/02/2017,Urban Ladder,eCommerce,Bangalore,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Equity,15200000.0,1
Industry,17/02/2017,Aisle,Consumer Internet,Bangalore,"Konglo Ventures, White Unicorn Ventures, LetsVenture",Seed Funding,0.0,1
Industry,17/02/2017,TownScript,Consumer Internet,Pune,BookMyShow,Private Equity,0.0,1
Industry,17/02/2017,Leopetra,eCommerce,Mumbai,Facebook FBStart,Seed Funding,40000.0,1
Industry,18/02/2017,Blood n Care,Consumer Internet,Gurgaon,Facebook FBStart,Seed Funding,40000.0,1
Industry,21/02/2017,True Balance,Consumer Internet,Gurgaon,"Softbank Ventures Korea, IMM Investment",Private Equity,15000000.0,1
Industry,22/02/2017,Vebbler,Consumer Internet,Bangalore,Facebook FBStart,Seed Funding,40000.0,1
Industry,23/02/2017,Get My Parking,Consumer Internet,New Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity,1100000.0,1
Industry,23/02/2017,Lets Reap,Consumer Internet,Mumbai,"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal",Seed Funding,0.0,1
Industry,24/02/2017,Oglas,Consumer Internet,Noida,"Pankaj Rungta, Yogesh Agarwal",Seed Funding,0.0,1
Industry,27/02/2017,Staydobe,Consumer Internet,Bangalore,Ishan Manaktala,Seed Funding,0.0,1
Industry,27/02/2017,Biryani By Kilo,Consumer Internet,Gurgaon,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Seed Funding,375000.0,1
Industry,27/02/2017,Johari Shop,eCommerce,Bangalore,Undisclosed Investors,Seed Funding,94000.0,1
Industry,28/02/2017,NeoStencil,Consumer Internet,New Delhi,"Brand Capital, Paragon Trust",Private Equity,1000000.0,1
Industry,2/1/2017,TaxSutra,Consumer Internet,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed Funding,366000.0,1
Industry,3/1/2017,GoFynd,eCommerce,Mumbai,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma",Seed Funding,0.0,1
Industry,3/1/2017,Vow Car Clinic,Consumer Internet,Gurgaon,Vishal Malik,Seed Funding,0.0,1
Industry,5/1/2017,MobiDent,Consumer Internet,Bangalore,DanGold Investment Corp,Private Equity,0.0,1
Industry,7/1/2017,FreeCharge,Consumer Internet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,57000000.0,1
Industry,9/1/2017,TicketNew,Consumer Internet,Chennai,Alibaba Pictures,Private Equity,35000000.0,1
Industry,10/1/2017,Loan Frame,Consumer Internet,Gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,2250000.0,1
Industry,10/1/2017,DriveSkool,Consumer Internet,Bangalore,Aavya Ventures,Seed Funding,0.0,1
Industry,10/1/2017,LensKart,eCommerce,Bangalore,Ronnie Screwvala,Private Equity,3500000.0,1
Industry,11/1/2017,InstaOffice,Consumer Internet,Gurgaon,"Zishaan Hayath, Karan Chellani, Mohit Satyan",Seed Funding,0.0,1
Industry,12/1/2017,Hansel.io,Consumer Internet,Bangalore,"IDG Ventures, Endiya Partners",Private Equity,1350000.0,1
Industry,12/1/2017,Square Yards,Consumer Internet,Gurgaon,"Lohia Group, Andre Hoffman",Private Equity,10000000.0,1
Industry,13/01/2017,PaisaWapas,Consumer Internet,Bangalore,Vividhity Ventures,Seed Funding,0.0,1
Industry,13/01/2017,iService,Consumer Internet,Bangalore,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",Seed Funding,440000.0,1
Industry,14/01/2017,Unacademy,Consumer Internet,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,4500000.0,1
Industry,16/01/2017,Leadburg,Consumer Internet,Bangalore,"Harsh V. Pant, Ratheesh Raveendran",Seed Funding,0.0,1
Industry,16/01/2017,ZoloStays,Consumer Internet,Bangalore,"Nexus Venture Partners, Innoven Capital",Private Equity,5000000.0,1
Industry,16/01/2017,HipCouch,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,700000.0,1
Industry,17/01/2017,Curiositi,Consumer Internet,Bangalore,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,800000.0,1
Industry,17/01/2017,TinyStep,Consumer Internet,Bangalore,Flipkart,Private Equity,2000000.0,1
Industry,17/01/2017,Practo,Consumer Internet,Bangalore,"Tencent,  ru-Net, RSI Fund, Thrive Capital",Private Equity,55000000.0,1
Industry,17/01/2017,Ketchupp,Consumer Internet,New Delhi,India Quotient and others,Seed Funding,441000.0,1
Industry,17/01/2017,Hoopy,Consumer Internet,Gwalior,undisclosed investors,Seed Funding,500000.0,1
Industry,17/01/2017,Ezytruk,Consumer Internet,Bangalore,"Ajith Nair, Anish K",Seed Funding,147000.0,1
Industry,18/01/2017,Direct Create,eCommerce,Gurgaon,Rajasthan Venture Capital Fund,Seed Funding,0.0,1
Industry,18/01/2017,Vahdam Teas,eCommerce,New Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed Funding,650000.0,1
Industry,19/01/2017,PParke,Consumer Internet,Bangalore,SB Ventures,Seed Funding,0.0,1
Industry,19/01/2017,Weddingz.in,Consumer Internet,Mumbai,Singularity Ventures,Private Equity,1000000.0,1
Industry,19/01/2017,Native Special,eCommerce,Karur,"Indian Angel Network, Native Angels Network",Seed Funding,0.0,1
Industry,19/01/2017,Fitnapp,Consumer Internet,Noida,SD Group,Private Equity,0.0,1
Industry,20/01/2017,Wydr,eCommerce,Gurgaon,"Bessemer Venture Partners, Stellaris Venture Partners, Jungle Venture Partners, Axis Capital",Private Equity,0.0,1
Industry,22/01/2017,MessaGif,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,50000.0,1
Industry,24/01/2017,SelectJobs,Consumer Internet,Mumbai,India Educational Investment Fund,Seed Funding,0.0,1
Industry,24/01/2017,Khel Now,Consumer Internet,Bangalore,Indochine International,Private Equity,500000.0,1
Industry,24/01/2017,NowFloats,Consumer Internet,Hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",Private Equity,10000000.0,1
Industry,24/01/2017,Lets Transport,Consumer Internet,Bangalore,"GMO Japan, Neelesh Bhatnagar",Private Equity,4000000.0,1
Industry,25/01/2017,Wishberry,Consumer Internet,Mumbai,"Sharad Sharma, Rajan Anandan,  Amit Ranjan, Alok Mittal & others",Seed Funding,0.0,1
Industry,25/01/2017,Infibeam,eCommerce,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,8800000.0,1
Industry,26/01/2017,AirMed Labs,Consumer Internet,Ahmedabad,Brand Capital,Private Equity,1400000.0,1
Industry,26/01/2017,99PerHour,Consumer Internet,Chennai,V Aanand R,Seed Funding,300000.0,1
Industry,26/01/2017,Kochi Post,Consumer Internet,Kochi,"Rajesh Yohannan, Puthen & Cole",Seed Funding,0.0,1
Industry,30/01/2017,FabX,eCommerce,Mumbai,The Ten Minute Million,Seed Funding,68000.0,1
Industry,30/01/2017,Maptags,Consumer Internet,Bangalore,The Ten Minute Million,Seed Funding,18000.0,1
Industry,30/01/2017,YOLO Health,Consumer Internet,Mumbai,Chandigarh Angels Network (CAN),Seed Funding,0.0,1
Industry,31/01/2017,Heads Up For Tails,eCommerce,New Delhi,Undisclosed Investors,Private Equity,2000000.0,1
Industry,31/01/2017,Register My Marriage,Consumer Internet,New Delhi,Mumbai Angels,Seed Funding,0.0,1
Industry,1/12/2016,India Lends,Consumer Internet,New Delhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",Private Equity,4000000.0,1
Industry,1/12/2016,Slide App,Consumer Internet,New Delhi,Songhyun Investment,Private Equity,3600000.0,1
Industry,2/12/2016,Badiyajobs,Consumer Internet,New Delhi,Undisclosed,Seed Funding,100000.0,1
Industry,2/12/2016,Streo,Consumer Internet,Bangalore,"GEMs Advisory, Quarizon",Seed Funding,0.0,1
Industry,5/12/2016,Mr Hot Foods,Consumer Internet,Indore,IvyCamp Ventures,Seed Funding,0.0,1
Industry,5/12/2016,UrDoorStep,eCommerce,Bangalore,Lakshmi Vilas Bank & undisclosed HNIs,Private Equity,1400000.0,1
Industry,5/12/2016,ONN Bikes,eCommerce,Mumbai,Grace Capital Ventures,Seed Funding,0.0,1
Industry,6/12/2016,Diro Labs,Consumer Internet,New Delhi,Info Edge (India),Seed Funding,147000.0,1
Industry,7/12/2016,LookAtMe,Consumer Internet,Singapore,Eros Labs,Seed Funding,0.0,1
Industry,7/12/2016,Netree,eCommerce,New Delhi,"The Chennai Angels, LetsVenture",Seed Funding,0.0,1
Industry,7/12/2016,BookEventz,Consumer Internet,Mumbai,Investors from Mumbai Angels & LetsVenture,Seed Funding,0.0,1
Industry,7/12/2016,Tailslife,Consumer Internet,Bangalore,"Mohan Kumar, V. Balakrishnan",Seed Funding,0.0,1
Industry,7/12/2016,Revv,Consumer Internet,New Delhi,Edelweiss Private Equity,Private Equity,9000000.0,1
Industry,7/12/2016,WealthApp,Consumer Internet,Bangalore,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar,  Ramkumar Nishtal, Arjun Sharmaa",Seed Funding,440000.0,1
Industry,8/12/2016,Zest Money,Consumer Internet,Mumbai,PayU,Private Equity,6500000.0,1
Industry,8/12/2016,GoMechanic,Consumer Internet,Gurgaon,Venture Catalysts,Seed Funding,250000.0,1
Industry,9/12/2016,Stalk Buy Love,eCommerce,New Delhi,Kalaari Capital,Private Equity,6000000.0,1
Industry,9/12/2016,Nykaa,eCommerce,Mumbai,Max Ventures and Industries,Private Equity,0.0,1
Industry,12/12/2016,Rupaiya Exchange,Consumer Internet,New Delhi,Undisclosed Investors,Seed Funding,200000.0,1
Industry,12/12/2016,Doctor Insta,Consumer Internet,Gurgaon,RoundGlass Partners,Private Equity,2000000.0,1
Industry,12/12/2016,UrbanPiper,Consumer Internet,Bangalore,"Axilor, undisclosed investors",Seed Funding,0.0,1
Industry,13/12/2016,Indifi,Consumer Internet,Gurgaon,Omidyar Network,Private Equity,10000000.0,1
Industry,13/12/2016,OfBusiness,eCommerce,Gurgaon,"Zodius Technology Opportunities Fund, Matrix Partners",Private Equity,11100000.0,1
Industry,14/12/2016,Fitmein,Consumer Internet,New Delhi,"FiNC, GHV",Seed Funding,0.0,1
Industry,14/12/2016,Qacco,Consumer Internet,Gurgaon,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed Funding,150000.0,1
Industry,14/12/2016,Trading Bells,Consumer Internet,Indore,Swastika Investmart Ltd,Seed Funding,297000.0,1
Industry,15/12/2016,SERV’D,Consumer Internet,Pune,Digital Financial Service Lab,Seed Funding,100000.0,1
Industry,16/12/2016,TripShelf,Consumer Internet,New Delhi,"GEMS Advisory, Quarizon",Seed Funding,123000.0,1
Industry,19/12/2016,Events High,Consumer Internet,Bangalore,Axilor Ventures,Private Equity,0.0,1
Industry,19/12/2016,NoBroker,Consumer Internet,Bangalore,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",Private Equity,7400000.0,1
Industry,20/12/2016,VivoCarat,eCommerce,Mumbai,Undisclosed Investors,Seed Funding,50000.0,1
Industry,20/12/2016,Tiyo,Consumer Internet,Kolkata,Ajith Nair,Seed Funding,0.0,1
Industry,20/12/2016,Zoomcar,Consumer Internet,Bangalore,Cyber Carrier CL,Private Equity,0.0,1
Industry,20/12/2016,BYJU’s,Consumer Internet,Bangalore,International Financial Corporation,Private Equity,15000000.0,1
Industry,21/12/2016,The BlueBook,Consumer Internet,Bangalore,"Indian Angel Network, Let’s Venture",Seed Funding,500000.0,1
Industry,21/12/2016,MamaEarth,eCommerce,New Delhi,Fireside Ventures & Others,Seed Funding,0.0,1
Industry,21/12/2016,Vegetall,eCommerce,Chennai,The Chennai Angels,Seed Funding,162000.0,1
Industry,22/12/2016,Mindler,Consumer Internet,New Delhi,Taxmann,Seed Funding,324000.0,1
Industry,22/12/2016,MCaffeine,eCommerce,Bangalore,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",Seed Funding,300000.0,1
Industry,23/12/2016,ShopKirana,eCommerce,Indore,"Incubate Fund, Lead Angels Group & Others",Private Equity,0.0,1
Industry,23/12/2016,MyAdvo,Consumer Internet,New Delhi,"Pradyumna Dalmia, S. Somasegar & Others",Seed Funding,0.0,1
Industry,23/12/2016,LexComply,Consumer Internet,New Delhi,Ajay Relan,Seed Funding,0.0,1
Industry,26/12/2016,The Postbox,eCommerce,Chennai,"The Chennai Angels, Ritesh Mehta, Aruna Ganesh Ram",Seed Funding,0.0,1
Industry,26/12/2016,Dekkho,Consumer Internet,Mumbai,undisclosed investors,Seed Funding,1200000.0,1
Industry,27/12/2016,ShopX,eCommerce,Bangalore,Nandan Nilekani,Private Equity,5000000.0,1
Industry,29/12/2016,Healthifyme,Consumer Internet,Bangalore,NB Ventures,Private Equity,1000000.0,1
Industry,29/12/2016,LetsMD,Consumer Internet,New Delhi,"WaterBridge Ventures,",Seed Funding,0.0,1
Industry,29/12/2016,Justbooks,Consumer Internet,Bangalore,CoCreate Ventures,Seed Funding,0.0,1
Industry,30/12/2016,InstantPay,Consumer Internet,New Delhi,"RB Investments,  Kaleden Holdings",Private Equity,0.0,1
Industry,1/11/2016,PickMyLaundry,Consumer Internet,New Delhi,"Kedar Lele, GHV Accelerator",Seed Funding,200000.0,1
Industry,2/11/2016,FreshDesk,Consumer Internet,Chennai,"Sequoia Capital India, Accel Partners",Private Equity,55000000.0,1
Industry,2/11/2016,LaundryAnna,Consumer Internet,Bangalore,Undisclosed Investors,Seed Funding,150000.0,1
Industry,3/11/2016,DoSelect,Consumer Internet,Bangalore,"3one4 Capital, Mumbai Angels, Aarin Capital",Seed Funding,0.0,1
Industry,3/11/2016,EasyPolicy,Consumer Internet,Noida,"Unilazer Ventures,",Private Equity,10000000.0,1
Industry,4/11/2016,vImmune,Consumer Internet,Bangalore,Undisclosed investor,Seed Funding,0.0,1
Industry,4/11/2016,The Gourmet Jar,eCommerce,Noida,Chandigarh Angels Network,Seed Funding,0.0,1
Industry,5/11/2016,Medzin,eCommerce,New Delhi,A M Sikander,Seed Funding,45000.0,1
Industry,5/11/2016,Bizongo,eCommerce,Mumbai,"IDG Ventures, Accel Partners",Private Equity,3000000.0,1
Industry,7/11/2016,JustRide,Consumer Internet,Mumbai,"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",Private Equity,3000000.0,1
Industry,9/11/2016,IIM Jobs,Consumer Internet,New Delhi,India Quotient,Private Equity,2000000.0,1
Industry,10/11/2016,GolfLAN,Consumer Internet,New Delhi,"YourNest Angel Fund, iSON",Private Equity,1000000.0,1
Industry,11/11/2016,Life in Control,Consumer Internet,Gurgaon,RoundGlass Partners,Private Equity,0.0,1
Industry,15/11/2016,Zefo,eCommerce,Bangalore,"Sequoia India, BEENEXT, Helion Ventures",Private Equity,6000000.0,1
Industry,17/11/2016,Koovs,eCommerce,New Delhi,Times of India Group & Existing investors,Private Equity,13500000.0,1
Industry,17/11/2016,Lawrato,Consumer Internet,New Delhi,Indian Angel Network,Seed Funding,0.0,1
Industry,17/11/2016,Trip Tap Toe,Consumer Internet,Gurgaon,R.S Sharma,Seed Funding,0.0,1
Industry,17/11/2016,Pictor Imaging,Consumer Internet,Mumbai,Quarizon,Seed Funding,147000.0,1
Industry,18/11/2016,GramCover,Finance,New Delhi,Omnivore Capital,Seed Funding,1000000.0,1
Industry,18/11/2016,AerMed,eCommerce,Mumbai,Hitesh Windlass,Seed Funding,0.0,1
Industry,18/11/2016,WorkIndia,Consumer Internet,Mumbai,Asuka Holdings,Seed Funding,0.0,1
Industry,21/11/2016,Bats on delivery,Consumer Internet,Gurgaon,Devdeep Singh,Seed Funding,90000.0,1
Industry,22/11/2016,Housing.com,Consumer Internet,Mumbai,Softbank Group,Private Equity,5000000.0,1
Industry,22/11/2016,Awesummly,Consumer Internet,Bangalore,"Vivek Bhargava, Ameera Shah",Seed Funding,147000.0,1
Industry,22/11/2016,VoLT,Consumer Internet,Mumbai,YMS Mobitech,Seed Funding,0.0,1
Industry,22/11/2016,Noddapp,Consumer Internet,Mumbai,Undisclosed multiple investors,Seed Funding,147000.0,1
Industry,23/11/2016,Knowlarity,Consumer Internet,Bangalore,"Delta Partners, Sequoia India,  Mayfield, Blacksoil, Trifecta Capital",Private Equity,20000000.0,1
Industry,23/11/2016,Udaan,eCommerce,Bangalore,"Lightspeed Venture Partners India, Lightspeed US",Private Equity,10000000.0,1
Industry,24/11/2016,FroyoFit,Consumer Internet,Indore,Dr. Pooja Gandhi,Seed Funding,0.0,1
Industry,24/11/2016,Betterplace,Consumer Internet,Bangalore,Venture Highway,Seed Funding,0.0,1
Industry,24/11/2016,ShareChat,Consumer Internet,Mumbai,"Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway",Private Equity,4000000.0,1
Industry,24/11/2016,UClean,Consumer Internet,Gurgaon,Franchise India,Private Equity,0.0,1
Industry,24/11/2016,Servify,Consumer Internet,Mumbai,"Blume Ventures, BEENEXT, Barkawi Holdings GmbH, TM Service Technology Holdings Gmbh, Sreevathsa Prabhakar",Private Equity,0.0,1
Industry,25/11/2016,Hubilo,Consumer Internet,Ahmedabad,"Girish Mathrubootham, VC Karthic, Miten Mehta, Umasankar Nistala, Rakesh Patel, Akash Bhavsar, Jeevanandhan Rajagopal, Vikas Chadha & Others",Seed Funding,0.0,1
Industry,25/11/2016,FunOnGo,Consumer Internet,Mumbai,Reliance Entertainment,Private Equity,0.0,1
Industry,25/11/2016,121Policy,Consumer Internet,Kolkata,Xelpmoc,Seed Funding,0.0,1
Industry,26/11/2016,TapChief,Consumer Internet,Bangalore,"Paytm, Aprameya Radhakrishna, Subramanya Venkat, Venk Krishnan",Seed Funding,0.0,1
Industry,28/11/2016,Kloseby,Consumer Internet,Bangalore,Undisclosed Investor,Seed Funding,100000.0,1
Industry,28/11/2016,WholeSaleBox,eCommerce,Jaipur,"Manish Maheshwari, Contrarian Vriddhi Fund",Private Equity,2000000.0,1
Industry,29/11/2016,Crossahead,Consumer Internet,Noida,Mohit Sharma,Seed Funding,0.0,1
Industry,29/11/2016,Affordplan,Consumer Internet,New Delhi,"Prime Venture Partners, Kalaari Capital",Private Equity,3000000.0,1
Industry,30/11/2016,HandyTrain,Consumer Internet,Goa,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",Private Equity,1000000.0,1
Industry,30/11/2016,ShopsUp,eCommerce,Bangalore,"Anand Sankeshwar, Yang Shu",Seed Funding,963000.0,1
Industry,30/11/2016,Indofash,eCommerce,Bangalore,"Shekhar Sahu, Nitesh Pant",Seed Funding,150000.0,1
Industry,30/11/2016,Math Buddy,Consumer Internet,Vadodara,Menterra Social Impact Fund,Seed Funding,440000.0,1
Industry,30/11/2016,Pulse,Consumer Internet,Bangalore,SAIF Partners,Private Equity,500000.0,1
Industry,30/11/2016,Carcrew.in,Consumer Internet,Mumbai,TVS Group,Seed Funding,500000.0,1
Industry,3/10/2016,MeraKisan,eCommerce,Bangalore,Mahindra Univeg,Seed Funding,0.0,1
Industry,3/10/2016,Mystifly,Consumer Internet,Bangalore,Recruit Holdings,Private Equity,5000000.0,1
Industry,3/10/2016,HelpChat,Consumer Internet,Bangalore,"American Express Ventures, Sequoia Capital",Private Equity,0.0,1
Industry,3/10/2016,World Art Community,eCommerce,Gurgaon,Viraj Tyagi & Others,Seed Funding,200000.0,1
Industry,4/10/2016,Giftxoxo,eCommerce,Bangalore,Mahindra Holidays & Resorts India Ltd,Private Equity,450000.0,1
Industry,4/10/2016,Bharat Bazaar,eCommerce,Mumbai,"BeeNext, TV Mohandas Pai, Kunal Shah, Sandeep Tandon",Seed Funding,0.0,1
Industry,4/10/2016,GOQii,Consumer Internet,Mumbai,Ratan Tata,Private Equity,0.0,1
Industry,4/10/2016,India Gifts Portal,eCommerce,Noida,"Naveen Arya, Tarun Joshi",Private Equity,2000000.0,1
Industry,4/10/2016,NetLinx,Consumer Internet,Hyderabad,"Xchange Investors NV, TransGlobal FZC",Private Equity,3000000.0,1
Industry,4/10/2016,Scandid,Consumer Internet,Pune,3One4 Capital,Private Equity,0.0,1
Industry,4/10/2016,Remitr,Consumer Internet,Mumbai,"Vijay Shekhar Sharma, Pravin Gandhi,  Smart Start Fund; Kunal Shah,  Sandeep Tandon, Vishal Gondal, & Others",Seed Funding,1000000.0,1
Industry,4/10/2016,InnerChef,Consumer Internet,Gurgaon,"Mistletoe, M&S Partners",Private Equity,2500000.0,1
Industry,4/10/2016,AppsDaily,Consumer Internet,Mumbai,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",Private Equity,3750000.0,1
Industry,5/10/2016,MuhurtMaza,Consumer Internet,Pune,Undisclosed Investor,Seed Funding,0.0,1
Industry,5/10/2016,Azuro,Consumer Internet,Mumbai,"White Unicorn Ventures, Kae Capital, Mumbai Angels",Private Equity,0.0,1
Industry,6/10/2016,FindmeaShoe,Consumer Internet,Bangalore,Ventureast Fund Advisors,Seed Funding,0.0,1
Industry,6/10/2016,Sportido,Consumer Internet,Noida,Sumpoorna Group,Seed Funding,0.0,1
Industry,6/10/2016,GoZefo,eCommerce,Bangalore,"Helion Venture Partners, BeeNext",Private Equity,1050000.0,1
Industry,7/10/2016,Flexiloans,Consumer Internet,Mumbai,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",Private Equity,15000000.0,1
Industry,10/10/2016,Vithi.com,eCommerce,New Delhi,undisclosed investor,Seed Funding,375000.0,1
Industry,11/10/2016,Yupp TV,Consumer Internet,Bangalore,Emerald Media,Private Equity,50000000.0,1
Industry,11/10/2016,Deyor Camps,Consumer Internet,Gurgaon,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",Seed Funding,500000.0,1
Industry,13/10/2016,FabAlley,eCommerce,Noida,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",Private Equity,2000000.0,1
Industry,13/10/2016,Shoekonnect,eCommerce,Agra,Indian Angel Network,Seed Funding,0.0,1
Industry,13/10/2016,Maya,Consumer Internet,Bangalore,Rajan Anandan,Seed Funding,0.0,1
Industry,14/10/2016,Newspatrolling,Consumer Internet,New Delhi,Undisclosed,Seed Funding,25000.0,1
Industry,14/10/2016,Postman,Consumer Internet,Bangalore,Nexus Venture Partners,Private Equity,7000000.0,1
Industry,14/10/2016,ISFC,Finance,Hyderabad,Gray Matters Capital,Private Equity,6000000.0,1
Industry,14/10/2016,Kidsstoppress,Consumer Internet,Mumbai,Karan Bhagat,Seed Funding,0.0,1
Industry,15/10/2016,DailyHunt,Consumer Internet,Bangalore,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,  Falcon Edge",Private Equity,25000000.0,1
Industry,15/10/2016,Tazzo Bikes,Consumer Internet,Hyderabad,DSG Consumer Partners,Seed Funding,227000.0,1
Industry,15/10/2016,MyKindofJob,Consumer Internet,Mumbai,"Mayank Shah, Shreyans Shah",Seed Funding,1000000.0,1
Industry,17/10/2016,Yumigo,Consumer Internet,Gurgaon,Hemant Sahni,Seed Funding,300000.0,1
Industry,18/10/2016,BabyChakra,Consumer Internet,Mumbai,RoundGlass Partners,Private Equity,0.0,1
Industry,18/10/2016,Coppre,eCommerce,Pune,Ganesh Natarajan,Seed Funding,0.0,1
Industry,19/10/2016,Furlenco,Consumer Internet,Bangalore,"Lightbox Ventures, Axis Capital & Others",Private Equity,30000000.0,1
Industry,19/10/2016,Fisdom,Consumer Internet,Bangalore,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private Equity,1100000.0,1
Industry,20/10/2016,Stayology,Consumer Internet,Bangalore,Ranjan Pai,Seed Funding,0.0,1
Industry,20/10/2016,Hipcask,Consumer Internet,Mumbai,Mobikon,Seed Funding,0.0,1
Industry,20/10/2016,RailYatri,Consumer Internet,Noida,"Helion Ventures, Blume ventures",Private Equity,0.0,1
Industry,21/10/2016,ChatOnGo,Consumer Internet,Mumbai,Janak Jain,Seed Funding,300000.0,1
Industry,23/10/2016,WOTU,eCommerce,Bangalore,KAE capital,Seed Funding,0.0,1
Industry,25/10/2016,Kredx,eCommerce,Bangalore,Sequoia Capital,Private Equity,6000000.0,1
Industry,25/10/2016,CreditMate,Consumer Internet,Mumbai,India Quotient,Seed Funding,500000.0,1
Industry,25/10/2016,SatvaKart,eCommerce,Gurgaon,Nimit Panigrahi,Seed Funding,0.0,1
Industry,26/10/2016,OrangeTwig,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,1000000.0,1
Industry,26/10/2016,The Kettlery,eCommerce,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,1000000.0,1
Industry,27/10/2016,Idea Bubbles,Consumer Internet,Bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,700000.0,1
Industry,31/10/2016,Talent Next,Consumer Internet,Mumbai,Karanpal Singh & Others,Seed Funding,1000000.0,1
Industry,1/9/2016,Renowala,eCommerce,Hyderabad,Pradeep Dhobale,Seed Funding,0.0,1
Industry,6/9/2016,eShakti,eCommerce,Chennai,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,1350000.0,1
Industry,6/9/2016,CheersOye!,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,500000.0,1
Industry,6/9/2016,Lenskart,eCommerce,New Delhi,PremjiInvest,Private Equity,0.0,1
